school_id,student_size,demographics_men_pct,demographics_women_pct
484358,67.0,0.0448,0.9552
476726,513.0,0.1949,0.8051
436775,113.0,0.0442,0.9558
415039,49.0,0.0612,0.9388
201496,450.0,0.6267,0.3733
244279,132.0,0.0227,0.9773
447166,58.0,0.0862,0.9138
260664,310.0,0.7161,0.2839
419253,26.0,0.8077,0.1923
219125,76.0,0.0526,0.9474
446127,194.0,0.0619,0.9381
374343,58.0,0.0172,0.9828
196255,282.0,0.1986,0.8014
177603,124.0,0.0242,0.9758
460914,328.0,0.0091,0.9909
189714,331.0,0.0272,0.9728
460127,73.0,0.0822,0.9178
486822,879.0,0.1138,0.8862
445647,163.0,0.0429,0.9571
371964,342.0,0.7251,0.2749
483364,129.0,0.0775,0.9225
372082,93.0,0.3441,0.6559
374316,60.0,0.7833,0.2167
452373,309.0,0.0583,0.9417
215008,52.0,0.9808,0.0192
145406,378.0,0.0185,0.9815
116563,187.0,0.0374,0.9626
212328,95.0,0.0632,0.9368
484604,452.0,0.0243,0.9757
181190,107.0,0.0374,0.9626
461689,316.0,0.1203,0.8797
219587,70.0,0.0,1.0
418454,56.0,0.6071,0.3929
462035,356.0,0.3596,0.6404
491996,45.0,0.0667,0.9333
456551,69.0,0.0435,0.9565
119058,13.0,0.3077,0.6923
160320,2499.0,0.0336,0.9664
451918,121.0,0.1074,0.8926
209667,58.0,0.0862,0.9138
213570,419.0,0.1432,0.8568
480976,63.0,0.0952,0.9048
476735,26.0,0.6154,0.3846
443298,29.0,0.8966,0.1034
105534,2477.0,0.1974,0.8026
162830,94.0,0.0426,0.9574
206905,57.0,0.5263,0.4737
227313,324.0,0.0185,0.9815
487472,761.0,0.3127,0.6873
153083,142.0,0.0211,0.9789
365091,317.0,0.0442,0.9558
165635,202.0,0.9257,0.0743
261436,834.0,0.0683,0.9317
107655,27.0,0.0,1.0
434308,386.0,0.0415,0.9585
260965,77.0,0.0,1.0
480532,37.0,0.027,0.973
248192,25.0,0.0,1.0
485388,304.0,0.125,0.875
456065,142.0,0.0141,0.9859
172422,109.0,0.7706,0.2294
128188,1105.0,0.3683,0.6317
147590,30.0,0.3,0.7
212294,66.0,0.0152,0.9848
134529,299.0,0.1037,0.8963
185970,135.0,0.0815,0.9185
461944,101.0,0.0099,0.9901
419420,39.0,0.3846,0.6154
444732,58.0,0.2069,0.7931
234137,479.0,0.4447,0.5553
262457,419.0,0.1432,0.8568
103909,532.0,0.1297,0.8703
454768,215.0,0.1581,0.8419
130873,308.0,0.3312,0.6688
431558,287.0,0.331,0.669
461643,17.0,0.0588,0.9412
110662,32423.0,0.3964,0.6036
442888,46.0,0.9565,0.0435
105659,990.0,0.9121,0.0879
407513,127.0,0.4173,0.5827
447616,1208.0,0.5803,0.4197
209719,66.0,0.0,1.0
487427,532.0,0.3365,0.6635
496061,241.0,0.0456,0.9544
488837,203.0,0.8966,0.1034
458098,120.0,0.0167,0.9833
447713,150.0,0.3267,0.6733
372329,384.0,0.1172,0.8828
484011,100.0,0.19,0.81
412544,150.0,0.0533,0.9467
442602,377.0,0.1353,0.8647
457749,98.0,0.0306,0.9694
460172,557.0,0.8959,0.1041
461573,127.0,0.9843,0.0157
488800,876.0,0.2797,0.7203
174978,142.0,0.0211,0.9789
483708,266.0,0.188,0.812
115658,102.0,0.0784,0.9216
498377,73.0,0.9452,0.0548
487533,128.0,0.0078,0.9922
215044,145.0,0.1379,0.8621
443979,73.0,0.0,1.0
106263,1287.0,0.1601,0.8399
480000,52.0,0.6346,0.3654
447704,115.0,0.0174,0.9826
451741,92.0,0.3261,0.6739
136109,124.0,0.0081,0.9919
481368,69.0,0.087,0.913
483799,53.0,0.2264,0.7736
120069,333.0,0.1622,0.8378
461281,89.0,0.0787,0.9213
488961,57.0,0.0526,0.9474
490717,74.0,0.1081,0.8919
439367,1214.0,0.2875,0.7125
490841,228.0,0.0263,0.9737
182704,66.0,0.0303,0.9697
461917,215.0,0.0,1.0
449074,551.0,0.1125,0.8875
483373,150.0,0.12,0.88
207087,27.0,0.037,0.963
493549,111.0,0.9189,0.0811
487047,85.0,0.0471,0.9529
459392,160.0,0.0375,0.9625
393861,463.0,0.1814,0.8186
206932,441.0,0.0726,0.9274
468769,179.0,0.9665,0.0335
115010,661.0,0.2421,0.7579
457475,116.0,0.0259,0.9741
373526,279.0,0.7491,0.2509
487418,640.0,0.3625,0.6375
484093,138.0,0.0217,0.9783
175494,122.0,0.3115,0.6885
441380,227.0,0.3877,0.6123
137856,154.0,0.539,0.461
362782,242.0,0.0248,0.9752
487889,133.0,0.1278,0.8722
146700,1209.0,0.7494,0.2506
459550,107.0,0.028,0.972
494250,693.0,0.0606,0.9394
457536,676.0,0.1524,0.8476
129932,314.0,0.8726,0.1274
449472,82.0,0.0122,0.9878
433101,673.0,0.1233,0.8767
129349,161.0,0.0311,0.9689
414461,2220.0,0.9486,0.0514
117955,263.0,0.2243,0.7757
455202,251.0,0.1474,0.8526
366270,304.0,0.0362,0.9638
491826,97.0,0.0,1.0
407832,189.0,0.619,0.381
428019,49.0,0.4694,0.5306
438258,466.0,0.1845,0.8155
447759,263.0,0.27,0.73
475273,307.0,0.1922,0.8078
457208,120.0,0.9,0.1
457101,323.0,0.2848,0.7152
452887,49.0,0.9184,0.0816
248703,227.0,0.0088,0.9912
141608,52.0,0.7115,0.2885
443289,200.0,0.075,0.925
150303,288.0,0.0104,0.9896
458812,91.0,0.033,0.967
190071,115.0,0.113,0.887
447351,556.0,0.5432,0.4568
260929,186.0,0.0914,0.9086
420343,861.0,0.9663,0.0337
167297,152.0,0.6053,0.3947
237570,79.0,0.0127,0.9873
154448,146.0,0.0685,0.9315
189255,110.0,0.0091,0.9909
162335,54.0,0.0,1.0
455284,241.0,0.029,0.971
489283,670.0,0.1642,0.8358
434159,431.0,0.8144,0.1856
390905,237.0,0.5612,0.4388
227322,446.0,0.0135,0.9865
496636,213.0,0.1878,0.8122
493761,128.0,0.3672,0.6328
448196,109.0,0.0826,0.9174
452009,54.0,0.037,0.963
455354,225.0,0.0178,0.9822
495934,79.0,0.1013,0.8987
241182,397.0,0.1889,0.8111
491792,74.0,0.0405,0.9595
230199,69.0,0.058,0.942
459295,72.0,0.0139,0.9861
369516,127.0,0.2126,0.7874
221388,167.0,0.3234,0.6766
443100,46.0,0.6087,0.3913
454953,42.0,0.0,1.0
134574,158.0,0.2089,0.7911
206181,134.0,0.2761,0.7239
488989,136.0,0.0221,0.9779
122296,674.0,0.2062,0.7938
216223,40.0,0.075,0.925
121637,119.0,0.084,0.916
456922,247.0,0.1943,0.8057
491543,97.0,0.2062,0.7938
450401,416.0,0.1106,0.8894
166869,140.0,0.1571,0.8429
476513,44.0,0.0227,0.9773
489371,214.0,0.9019,0.0981
450702,34.0,0.1176,0.8824
458405,191.0,0.3717,0.6283
491084,53.0,0.0,1.0
217581,135.0,0.0074,0.9926
418199,45.0,0.7111,0.2889
233082,103.0,0.0777,0.9223
476805,44.0,0.0,1.0
226125,122.0,0.0492,0.9508
480204,446.0,0.1659,0.8341
442240,405.0,0.1951,0.8049
455488,215.0,0.386,0.614
487393,597.0,0.4137,0.5863
443632,55.0,0.6364,0.3636
460136,892.0,0.1558,0.8442
477002,47.0,0.0638,0.9362
461324,791.0,0.2137,0.7863
461829,94.0,0.2553,0.7447
488891,170.0,0.3647,0.6353
494232,25.0,0.04,0.96
125532,1806.0,0.0975,0.9025
456038,384.0,0.1172,0.8828
457323,397.0,0.1108,0.8892
128896,202.0,0.0891,0.9109
478917,74.0,0.0405,0.9595
461874,98.0,0.1327,0.8673
211006,348.0,0.9253,0.0747
475547,120.0,0.2083,0.7917
480879,52.0,0.0962,0.9038
457341,175.0,0.0514,0.9486
481845,73.0,0.0274,0.9726
454810,8894.0,0.2668,0.7332
484002,1600.0,0.0775,0.9225
153463,20.0,0.05,0.95
446260,766.0,0.0209,0.9791
421513,48.0,0.1042,0.8958
461193,191.0,0.0052,0.9948
153074,175.0,0.0343,0.9657
447607,1513.0,0.5182,0.4818
407683,60.0,0.0333,0.9667
166805,54.0,0.6852,0.3148
162371,612.0,0.902,0.098
477039,975.0,0.1282,0.8718
413680,336.0,0.9554,0.0446
110635,32475.0,0.4445,0.5555
207962,793.0,0.8562,0.1438
177685,143.0,0.0909,0.9091
193991,40.0,0.1,0.9
457448,77.0,0.013,0.987
159373,880.0,0.1352,0.8648
247010,44.0,0.0,1.0
368629,474.0,0.2068,0.7932
221148,1053.0,0.9193,0.0807
457916,107.0,0.0467,0.9533
373678,113.0,0.4071,0.5929
460987,110.0,0.0,1.0
441210,600.0,0.3683,0.6317
445911,737.0,0.4383,0.5617
418409,195.0,0.4872,0.5128
459213,2668.0,0.214,0.786
434496,92.0,0.0109,0.9891
480347,0.0,0.0,0.0
457767,119.0,0.5798,0.4202
455381,161.0,0.0,1.0
470038,1268.0,0.4598,0.5402
362700,428.0,0.0864,0.9136
128337,81.0,0.0123,0.9877
117557,177.0,0.7345,0.2655
459204,4276.0,0.1487,0.8513
417123,87.0,0.4023,0.5977
104391,85.0,0.0235,0.9765
245962,167.0,0.0599,0.9401
174321,115.0,0.0348,0.9652
457378,183.0,0.5301,0.4699
414540,251.0,0.0239,0.9761
365505,19.0,0.1579,0.8421
375416,186.0,0.2742,0.7258
485236,70.0,0.0286,0.9714
142054,403.0,0.139,0.861
438504,1401.0,0.9615,0.0385
445850,117.0,0.0256,0.9744
103893,1047.0,0.1977,0.8023
153427,75.0,0.4267,0.5733
181880,203.0,0.0246,0.9754
459578,108.0,0.3056,0.6944
155353,76.0,0.8816,0.1184
180647,514.0,0.2743,0.7257
151962,352.0,0.2926,0.7074
476887,599.0,0.0134,0.9866
480471,813.0,0.567,0.433
185396,1625.0,0.9662,0.0338
468909,999.0,0.4014,0.5986
200590,152.0,0.1776,0.8224
407735,64.0,0.0156,0.9844
154332,96.0,0.0313,0.9688
156310,279.0,0.0143,0.9857
102711,202.0,0.6931,0.3069
439570,451.0,0.0377,0.9623
455008,166.0,0.0301,0.9699
107220,230.0,0.0217,0.9783
481021,41.0,0.7805,0.2195
461704,161.0,0.0497,0.9503
454652,142.0,0.0211,0.9789
485485,234.0,0.1111,0.8889
383367,127.0,0.2598,0.7402
451459,41.0,0.1951,0.8049
476063,272.0,0.9265,0.0735
479424,289.0,0.1419,0.8581
461722,60.0,0.0167,0.9833
181941,292.0,0.6336,0.3664
486169,56.0,0.8214,0.1786
372073,143.0,0.3007,0.6993
375407,95.0,0.2526,0.7474
248925,747.0,0.6078,0.3922
491394,103.0,0.8058,0.1942
496539,68.0,0.0147,0.9853
483054,104.0,0.7212,0.2788
487436,664.0,0.1852,0.8148
483355,194.0,0.0309,0.9691
481906,41.0,0.0244,0.9756
446516,5.0,0.6,0.4
436650,158.0,0.0759,0.9241
376631,21.0,0.381,0.619
247047,88.0,0.0227,0.9773
480550,31.0,0.0,1.0
176062,55.0,0.0,1.0
244613,323.0,0.9536,0.0464
455080,239.0,0.1088,0.8912
488262,12.0,0.6667,0.3333
233356,481.0,0.0811,0.9189
456214,390.0,0.6179,0.3821
183983,76.0,0.9605,0.0395
488110,62.0,0.2258,0.7742
233286,116.0,0.1552,0.8448
481003,199.0,0.8291,0.1709
371052,232.0,0.1724,0.8276
438179,230.0,0.1391,0.8609
475282,93.0,0.2796,0.7204
460978,298.0,0.0168,0.9832
457554,20.0,0.05,0.95
455895,416.0,0.0649,0.9351
213455,88.0,0.0341,0.9659
462008,239.0,0.0628,0.9372
418889,51.0,0.8824,0.1176
431716,452.0,0.4624,0.5376
373696,59.0,0.4237,0.5763
489812,56.0,0.0,1.0
216445,101.0,0.9505,0.0495
369446,42.0,0.0714,0.9286
451556,1596.0,0.3446,0.6554
442134,320.0,0.2,0.8
163408,83.0,0.1566,0.8434
475556,153.0,0.0654,0.9346
451857,63.0,0.0635,0.9365
178077,89.0,0.0225,0.9775
451149,995.0,0.0653,0.9347
210748,64.0,0.0313,0.9688
383297,185.0,0.0432,0.9568
406033,3163.0,0.1249,0.8751
476841,237.0,0.097,0.903
487065,70.0,0.0143,0.9857
481890,52.0,0.0385,0.9615
207342,985.0,0.1005,0.8995
491738,63.0,0.1111,0.8889
487311,522.0,0.8908,0.1092
448433,1140.0,0.9605,0.0395
457776,167.0,0.0898,0.9102
105215,658.0,0.9301,0.0699
481313,82.0,0.0122,0.9878
430908,29.0,0.1379,0.8621
450720,692.0,0.0116,0.9884
468893,174.0,0.0345,0.9655
212391,50.0,0.08,0.92
482255,294.0,0.9116,0.0884
197531,487.0,0.4702,0.5298
182999,15.0,0.0,1.0
202888,50.0,0.12,0.88
260789,667.0,0.2069,0.7931
165556,399.0,0.1053,0.8947
369950,92.0,0.8696,0.1304
483337,153.0,0.0392,0.9608
384236,978.0,0.3681,0.6319
449977,206.0,0.0146,0.9854
475714,333.0,0.8468,0.1532
383464,134.0,0.0672,0.9328
150765,116.0,0.0172,0.9828
487010,295.0,0.0746,0.9254
455460,127.0,0.2126,0.7874
492661,246.0,0.1463,0.8537
483513,31.0,0.6774,0.3226
449959,150.0,0.24,0.76
376242,60.0,0.85,0.15
487445,426.0,0.4014,0.5986
159531,27.0,0.0,1.0
455877,93.0,0.0538,0.9462
246035,285.0,0.1544,0.8456
407090,468.0,0.0107,0.9893
183804,3334.0,1.0,0.0
443234,178.0,0.0562,0.9438
444088,528.0,0.1364,0.8636
121859,253.0,0.1146,0.8854
480125,448.0,0.0335,0.9665
461494,175.0,0.0857,0.9143
454607,387.0,0.0284,0.9716
174190,150.0,0.02,0.98
491659,104.0,0.5962,0.4038
475200,177.0,0.2994,0.7006
448220,143.0,0.042,0.958
485032,169.0,0.0533,0.9467
470047,38.0,0.2895,0.7105
430403,220.0,0.0636,0.9364
368832,53.0,0.2075,0.7925
467872,284.0,0.0387,0.9613
470393,145.0,0.0552,0.9448
428125,49.0,0.7143,0.2857
451228,182.0,0.8077,0.1923
493628,152.0,0.0592,0.9408
418357,148.0,0.5135,0.4865
152150,65.0,0.0154,0.9846
182892,64.0,0.0,1.0
444714,154.0,0.1169,0.8831
122694,817.0,0.3256,0.6744
493992,263.0,0.2319,0.7681
490896,100.0,0.07,0.93
408066,182.0,0.2198,0.7802
490160,99.0,0.101,0.899
483887,36.0,0.2778,0.7222
165750,32.0,0.3438,0.6563
138938,333.0,0.0751,0.9249
183202,82.0,0.0244,0.9756
458140,62.0,0.871,0.129
364548,201.0,0.5124,0.4876
106908,358.0,0.0475,0.9525
245980,39.0,0.1795,0.8205
492078,98.0,0.9898,0.0102
163028,947.0,0.8986,0.1014
484349,40.0,0.025,0.975
469629,147.0,0.8707,0.1293
372028,128.0,0.1484,0.8516
230205,66.0,0.0758,0.9242
491145,103.0,0.0,1.0
146755,81.0,0.1358,0.8642
213589,299.0,0.8796,0.1204
111762,103.0,0.5631,0.4369
445540,57.0,0.0,1.0
442657,241.0,0.0539,0.9461
170611,107.0,0.028,0.972
478953,203.0,0.0296,0.9704
183248,133.0,0.1128,0.8872
496706,169.0,0.6568,0.3432
444325,114.0,0.1667,0.8333
458131,137.0,0.0511,0.9489
212045,198.0,0.2475,0.7525
436641,20.0,0.4,0.6
404718,255.0,0.0157,0.9843
204981,108.0,0.2222,0.7778
451097,50.0,0.2,0.8
127158,5313.0,0.8792,0.1208
447892,86.0,0.093,0.907
442329,931.0,0.8937,0.1063
128179,691.0,0.7091,0.2909
430704,23.0,0.2174,0.7826
135337,103.0,0.0874,0.9126
431141,1299.0,0.3788,0.6212
445799,1001.0,0.963,0.037
372356,188.0,0.0213,0.9787
445212,168.0,0.2024,0.7976
153782,21.0,0.0,1.0
454801,176.0,0.1932,0.8068
229425,124.0,0.0323,0.9677
111744,96.0,0.9583,0.0417
443377,53.0,0.8302,0.1698
106360,16.0,0.0625,0.9375
242112,391.0,0.4246,0.5754
262369,97.0,0.0,1.0
413893,1276.0,0.348,0.652
437723,22.0,0.4545,0.5455
486406,9.0,0.0,1.0
220394,236.0,0.6229,0.3771
135179,668.0,0.5853,0.4147
492139,209.0,0.8565,0.1435
375230,196.0,1.0,0.0
483221,32.0,0.4688,0.5313
442639,223.0,0.6278,0.3722
457581,135.0,0.0074,0.9926
442930,487.0,0.4538,0.5462
377722,436.0,0.0482,0.9518
240879,131.0,0.1908,0.8092
173744,508.0,0.0492,0.9508
442383,146.0,0.1438,0.8562
241517,210.0,0.2619,0.7381
411684,150.0,0.3067,0.6933
459958,295.0,0.2678,0.7322
374574,675.0,0.1733,0.8267
184092,760.0,0.1303,0.8697
120087,231.0,0.1558,0.8442
237996,525.0,0.1676,0.8324
442073,600.0,0.205,0.795
432117,174.0,0.0172,0.9828
480523,82.0,0.061,0.939
219921,256.0,0.6094,0.3906
461768,241.0,0.0166,0.9834
417831,108.0,0.713,0.287
445841,156.0,0.0128,0.9872
153597,77.0,0.039,0.961
444635,74.0,0.1081,0.8919
455275,251.0,0.0199,0.9801
371928,115.0,0.3565,0.6435
497435,76.0,0.2763,0.7237
451237,214.0,0.0234,0.9766
457387,147.0,0.5306,0.4694
495952,146.0,0.2877,0.7123
475486,264.0,0.1818,0.8182
449320,697.0,0.9742,0.0258
235547,74.0,0.1351,0.8649
490869,322.0,0.087,0.913
486576,115.0,0.3304,0.6696
459329,354.0,0.5876,0.4124
455983,182.0,0.3022,0.6978
478591,164.0,0.0244,0.9756
490115,57.0,0.807,0.193
151607,100.0,0.02,0.98
366289,31.0,0.8065,0.1935
482246,28.0,0.8929,0.1071
216074,89.0,0.0225,0.9775
143376,229.0,0.048,0.952
231280,106.0,0.0283,0.9717
444556,437.0,0.4851,0.5149
382258,142.0,0.0915,0.9085
212230,37.0,0.0541,0.9459
190239,131.0,0.0305,0.9695
140003,130.0,0.1154,0.8846
444811,361.0,0.0554,0.9446
449816,354.0,0.6582,0.3418
462017,124.0,0.1371,0.8629
451495,281.0,0.2527,0.7473
419341,9.0,0.4444,0.5556
219994,656.0,0.6296,0.3704
213330,31.0,0.0,1.0
454874,42.0,0.0238,0.9762
433138,126.0,0.1349,0.8651
367112,165.0,0.1455,0.8545
404055,269.0,0.1115,0.8885
117238,66.0,0.1667,0.8333
364636,162.0,0.2284,0.7716
418001,83.0,0.0361,0.9639
106041,1972.0,0.9452,0.0548
418320,149.0,0.4564,0.5436
494904,138.0,0.2174,0.7826
417442,67.0,0.0149,0.9851
236744,39.0,0.0256,0.9744
481456,15.0,0.0667,0.9333
492281,62.0,0.7258,0.2742
199078,152.0,0.1118,0.8882
160472,106.0,0.0849,0.9151
468246,98.0,0.0918,0.9082
450395,136.0,0.0074,0.9926
107789,109.0,0.0092,0.9908
486354,37.0,0.4595,0.5405
152798,278.0,0.0899,0.9101
135522,322.0,0.5217,0.4783
142489,60.0,0.1333,0.8667
213473,90.0,0.1333,0.8667
456852,374.0,0.3449,0.6551
167039,6.0,0.0,1.0
129482,369.0,0.0678,0.9322
104568,383.0,0.0078,0.9922
112288,489.0,0.0409,0.9591
455901,169.0,0.0828,0.9172
441229,1640.0,0.1976,0.8024
497277,453.0,0.1656,0.8344
406024,1962.0,0.1259,0.8741
488448,69.0,0.6812,0.3188
482963,397.0,0.1839,0.8161
114761,72.0,0.125,0.875
461908,84.0,0.0,1.0
485166,84.0,0.25,0.75
221050,624.0,0.7115,0.2885
407489,73.0,0.7397,0.2603
223056,44.0,0.0,1.0
229416,1845.0,0.9496,0.0504
476902,88.0,0.0227,0.9773
239877,39.0,0.0256,0.9744
204884,149.0,0.047,0.953
191311,149.0,0.3557,0.6443
129923,638.0,0.4498,0.5502
377458,221.0,0.4027,0.5973
432269,72.0,0.8333,0.1667
381255,78.0,0.7821,0.2179
418542,81.0,0.1111,0.8889
156134,907.0,0.591,0.409
461591,118.0,0.0424,0.9576
486798,1529.0,0.881,0.119
440651,505.0,0.2356,0.7644
234924,261.0,0.1149,0.8851
126951,1155.0,0.9022,0.0978
152628,28.0,0.0357,0.9643
486567,244.0,0.0451,0.9549
439792,345.0,0.1101,0.8899
449986,263.0,0.2548,0.7452
451477,1483.0,0.8112,0.1888
106324,29.0,0.0345,0.9655
204769,124.0,0.0565,0.9435
366438,28.0,0.0714,0.9286
383330,76.0,0.1974,0.8026
459277,341.0,0.0674,0.9326
230676,286.0,0.6503,0.3497
476896,162.0,0.4383,0.5617
436614,55.0,0.5636,0.4364
494843,548.0,0.0693,0.9307
185721,415.0,0.2867,0.7133
103954,34.0,0.0588,0.9412
444486,272.0,0.0404,0.9596
440271,152.0,0.4539,0.5461
467906,146.0,0.0137,0.9863
443225,33.0,0.7879,0.2121
460996,200.0,0.015,0.985
118958,63.0,0.3968,0.6032
455929,55.0,0.0,1.0
134714,396.0,0.1566,0.8434
454999,121.0,0.0165,0.9835
491136,87.0,0.023,0.977
484127,109.0,0.1376,0.8624
480994,116.0,0.0345,0.9655
203438,112.0,0.0,1.0
112367,206.0,0.1553,0.8447
460543,1727.0,0.9548,0.0452
420024,189.0,0.1005,0.8995
417600,13.0,0.0,1.0
407179,91.0,0.033,0.967
436429,5588.0,0.6478,0.3522
495970,331.0,0.3202,0.6798
461272,85.0,0.0,1.0
430227,74.0,0.0135,0.9865
446561,2035.0,0.2157,0.7843
418773,371.0,0.4744,0.5256
154457,13.0,0.0,1.0
445744,458.0,0.1245,0.8755
493831,42.0,0.6429,0.3571
249238,330.0,0.0455,0.9545
213914,215.0,0.0884,0.9116
159027,43.0,0.0,1.0
397942,1150.0,0.2896,0.7104
200110,51.0,0.0196,0.9804
459055,46.0,0.0217,0.9783
144573,142.0,0.0352,0.9648
216454,73.0,0.9041,0.0959
483346,63.0,0.0476,0.9524
129181,973.0,0.9168,0.0832
457253,122.0,0.0492,0.9508
364760,48.0,0.125,0.875
155159,72.0,0.0,1.0
481429,104.0,0.1442,0.8558
417886,20.0,0.05,0.95
363147,421.0,0.0048,0.9952
479974,88.0,0.3636,0.6364
459426,193.0,0.0259,0.9741
103741,184.0,0.0543,0.9457
223463,302.0,0.2219,0.7781
418302,163.0,0.3742,0.6258
490832,212.0,0.0613,0.9387
241377,645.0,0.386,0.614
497161,122.0,0.877,0.123
449968,284.0,0.1937,0.8063
160117,182.0,0.0055,0.9945
379782,218.0,0.0917,0.9083
112455,111.0,0.2432,0.7568
476489,93.0,0.7634,0.2366
408844,2465.0,0.3026,0.6974
112181,143.0,0.014,0.986
224156,275.0,0.0218,0.9782
166407,225.0,0.0578,0.9422
132675,43.0,0.6512,0.3488
220765,346.0,0.237,0.763
369400,943.0,0.9576,0.0424
242121,214.0,0.3692,0.6308
183725,365.0,0.5288,0.4712
154466,30.0,0.0667,0.9333
454722,21.0,0.1429,0.8571
451334,289.0,0.4187,0.5813
444370,32.0,0.9375,0.0625
458830,174.0,0.0172,0.9828
175120,440.0,0.6864,0.3136
462053,55.0,0.0364,0.9636
480198,269.0,0.3197,0.6803
444334,92.0,0.1957,0.8043
459347,95.0,0.0105,0.9895
203720,136.0,0.5735,0.4265
460534,293.0,0.0205,0.9795
409591,88.0,0.2045,0.7955
150853,215.0,0.0186,0.9814
482060,238.0,0.1387,0.8613
451316,54.0,0.0741,0.9259
156426,172.0,0.0698,0.9302
230065,298.0,0.0201,0.9799
204608,374.0,0.8984,0.1016
418348,106.0,0.783,0.217
421771,49.0,0.0,1.0
482176,252.0,0.0357,0.9643
363882,88.0,0.0114,0.9886
188289,68.0,0.0588,0.9412
489247,55.0,0.1818,0.8182
461421,208.0,0.0529,0.9471
491853,53.0,0.0,1.0
444893,267.0,0.03,0.97
381404,390.0,0.0359,0.9641
486983,45.0,0.4,0.6
461087,1315.0,0.5232,0.4768
462345,35.0,0.0,1.0
149028,181.0,0.0994,0.9006
373784,475.0,0.5368,0.4632
439738,375.0,0.184,0.816
476799,327.0,0.1774,0.8226
439668,411.0,0.8589,0.1411
455187,197.0,0.2437,0.7563
107549,614.0,0.2769,0.7231
151661,889.0,0.8346,0.1654
111717,183.0,0.7978,0.2022
494597,53.0,0.4717,0.5283
449995,129.0,0.0543,0.9457
461111,31.0,0.9355,0.0645
242972,25359.0,0.3427,0.6573
221829,342.0,0.0351,0.9649
135407,1054.0,0.5769,0.4231
182722,151.0,0.0795,0.9205
219143,1806.0,0.5194,0.4806
487083,33.0,0.0,1.0
456490,115.0,0.6696,0.3304
458210,3023.0,0.2249,0.7751
467863,236.0,0.1822,0.8178
432384,442.0,0.2036,0.7964
197018,2104.0,1.0,0.0
430935,618.0,0.7362,0.2638
232919,454.0,0.87,0.13
161493,155.0,0.0258,0.9742
154174,29.0,0.5517,0.4483
434432,13.0,0.0769,0.9231
498410,26.0,0.8846,0.1154
220321,350.0,0.5086,0.4914
130174,2146.0,0.5746,0.4254
204778,65.0,0.0154,0.9846
442611,1274.0,0.938,0.062
487676,198.0,0.0707,0.9293
488651,168.0,0.1607,0.8393
445230,711.0,0.2911,0.7089
212337,102.0,0.0392,0.9608
211334,30.0,0.0,1.0
383279,178.0,0.1348,0.8652
494588,369.0,0.1192,0.8808
451714,292.0,0.1747,0.8253
445203,185.0,0.1297,0.8703
422020,229.0,0.952,0.048
498386,48.0,0.5,0.5
413626,172.0,0.3023,0.6977
111708,196.0,0.852,0.148
451565,181.0,0.1326,0.8674
375568,42.0,0.3095,0.6905
445461,260.0,0.3,0.7
468255,12.0,0.1667,0.8333
184056,548.0,0.219,0.781
448770,273.0,0.9377,0.0623
383765,148.0,0.0405,0.9595
493655,21.0,0.619,0.381
377111,181.0,0.3978,0.6022
192165,187.0,1.0,0.0
439783,73.0,0.2192,0.7808
443216,150.0,0.8267,0.1733
443748,319.0,0.232,0.768
491668,162.0,0.0247,0.9753
421610,134.0,0.0597,0.9403
491233,26.0,0.0,1.0
460817,157.0,0.3694,0.6306
235352,88.0,0.1477,0.8523
166498,65.0,0.0308,0.9692
486877,11.0,0.0909,0.9091
216579,93.0,0.043,0.957
366623,41.0,0.3171,0.6829
177977,1958.0,0.8458,0.1542
248527,83.0,0.0,1.0
189282,329.0,0.1368,0.8632
375683,270.0,0.7296,0.2704
206279,468.0,0.5,0.5
475565,842.0,0.5463,0.4537
459301,103.0,0.0485,0.9515
495305,100.0,0.24,0.76
368364,332.0,0.5331,0.4669
490425,167.0,0.012,0.988
374592,47.0,0.3191,0.6809
460756,273.0,0.0659,0.9341
460862,219.0,0.0274,0.9726
484057,248.0,0.0403,0.9597
221616,540.0,0.6852,0.3148
448895,561.0,0.148,0.852
447777,802.0,0.5673,0.4327
245838,74.0,0.4054,0.5946
136826,805.0,0.6186,0.3814
448071,126.0,0.0556,0.9444
492953,107.0,0.0467,0.9533
459514,75.0,0.2667,0.7333
444565,336.0,0.4345,0.5655
153764,57.0,0.0,1.0
218159,113.0,0.0354,0.9646
167677,17.0,1.0,0.0
467368,40.0,0.1,0.9
205559,26.0,0.1154,0.8846
246460,106.0,0.0849,0.9151
475653,28.0,0.0357,0.9643
157614,89.0,0.0225,0.9775
412173,506.0,0.0929,0.9071
186593,80.0,0.325,0.675
138822,593.0,0.0304,0.9696
483328,86.0,0.1279,0.8721
457411,244.0,0.9139,0.0861
242130,326.0,0.2914,0.7086
100812,2465.0,0.2929,0.7071
419484,19.0,0.1053,0.8947
187505,688.0,0.2108,0.7892
161208,46.0,0.9348,0.0652
407568,138.0,0.0435,0.9565
420130,264.0,0.0455,0.9545
462071,185.0,0.2162,0.7838
474915,451.0,0.0133,0.9867
176798,216.0,0.2315,0.7685
444307,62.0,0.0323,0.9677
418205,176.0,0.5852,0.4148
169761,480.0,0.1896,0.8104
495280,27.0,0.5556,0.4444
451866,352.0,0.1875,0.8125
229656,305.0,0.0361,0.9639
459824,15.0,0.0667,0.9333
231004,70.0,0.0286,0.9714
482200,64.0,0.1875,0.8125
377449,209.0,0.4545,0.5455
495147,23.0,0.4783,0.5217
485014,102.0,0.049,0.951
