school_id,in_state_tuition,out_of_state_tuition,loan_principal,pell_grant_rate,federal_loan_rate,completion_rate,completion_score,size_score,in_state_tuition_score,financial_aid_score,ranking_score,rank
447999,,,7917.0,0.5867,0.6705,0.7804,0.78039999992196,0.0012161751292186066,1.0,0.58669999994133,0.5648716174914469,403
444945,,,6859.0,0.753,0.7668,0.6968,0.6967999999303199,0.0020776325124151197,1.0,0.7529999999247,0.5648677632297754,404
117803,,,9500.0,0.3693,0.2614,0.8889,0.88889999991111,0.0014116318464144541,1.0,0.36929999996307,0.5648511631631705,405
487348,,,6211.0,0.4807,0.5912,0.8333,0.83329999991667,0.0008180225571529914,1.0,0.48069999995193,0.5648118022342423,406
211316,,,7709.0,0.3551,0.4783,0.8958,0.89579999991042,0.0007094354920441872,1.0,0.35509999996449004,0.5647409435277374,407
377661,,,9418.0,0.7318,0.7529,0.7051,0.7050999999294899,0.004452069669460971,1.0,0.73179999992682,0.5646452069455261,408
455868,,,8417.0,0.6345,0.5739,0.7541,0.75409999992459,0.002113828200784721,1.0,0.6344999999365499,0.5644813827986515,409
487773,,,4155.0,0.4521,0.1233,0.8462,0.84619999991538,0.00020993499254368805,1.0,0.45209999995479,0.5644709934778095,410
461865,,,12970.0,0.6028,0.6525,0.7705,0.7704999999229499,0.00018097844184800695,1.0,0.60279999993972,0.5643980978227469,411
447971,,,6333.0,0.6636,0.5455,0.7396,0.73959999992604,0.0002750872316089706,1.0,0.6635999999336399,0.5643075087017329,412
451042,,,6333.0,1.0,1.0,0.5714,0.5713999999428601,0.00010858706510880417,1.0,0.9999999999,0.5642908586850829,413
228219,,,10661.0,0.7346,0.691,0.7024,0.70239999992976,0.003489264358829574,1.0,0.73459999992654,0.5642889264144889,414
447731,,,3666.0,0.2308,0.1505,0.9553,0.95529999990447,0.0006732398036745858,1.0,0.23079999997692,0.5642073239589536,415
446093,,,9500.0,0.5578,0.3333,0.7917,0.79169999992083,0.00040539170973953554,1.0,0.5577999999442199,0.564160539149562,416
450988,,,,0.4099,0.0,0.8651,0.86509999991349,0.0014116318464144541,1.0,0.40989999995901,0.5641511631632405,417
461555,,,6333.0,0.5586,0.5241,0.7909,0.7908999999209101,0.0010496749627184403,1.0,0.55859999994414,0.564144967474868,418
433068,,,,0.2981,0.0,0.9204,0.92039999990796,0.0019762845849802357,1.0,0.29809999997019,0.564087628437109,419
189468,,,6333.0,0.5179,0.6645,0.8108,0.8107999999189199,0.0010786315134141214,1.0,0.51789999994821,0.5640578631299464,420
444857,,,6333.0,0.4424,0.4839,0.8485,0.84849999991515,0.0009410878976096361,1.0,0.44239999995576,0.564034108768367,421
455761,,,6333.0,0.5569,0.4985,0.7904,0.79039999992096,0.0026278069756330608,1.0,0.5568999999443099,0.5640327806761863,422
382461,,,6500.0,0.68,0.6,0.7297,0.72969999992703,0.00030404378230465166,1.0,0.679999999932,0.5639704043568365,423
242820,,,3599.0,0.8356,0.1177,0.6486,0.64859999993514,0.006833745964180743,1.0,0.83559999991644,0.56396337457509,424
476780,,,,0.4805,0.0,0.8289,0.8288999999171099,0.0006877180790224264,1.0,0.48049999995195,0.5638987717865193,425
127316,,,5117.0,0.5925,0.5575,0.7721,0.77209999992279,0.002265850091937047,1.0,0.59249999994075,0.5638965849878267,426
368647,,,,0.25,0.0,0.9444,0.94439999990556,6.51522390652825e-05,1.0,0.249999999975,0.5638865152025186,427
443571,,,9500.0,0.6709,0.6569,0.7323,0.73229999992677,0.003250372815590205,1.0,0.67089999993291,0.563875037260204,428
194259,,,9500.0,0.7188,0.4375,0.7097,0.70969999992903,0.00012306534045664473,1.0,0.7187999999281199,0.5638323065126637,429
419633,,,5500.0,0.7405,0.687,0.6986,0.69859999993014,0.0006153267022832237,1.0,0.7404999999259501,0.5638315326488513,430
107442,,,9500.0,0.7556,0.3778,0.6909,0.69089999993091,0.00020269585486976777,1.0,0.75559999992444,0.563760269564113,431
214290,,,8315.0,0.5944,0.4959,0.7689,0.76889999992311,0.0045461784592219345,1.0,0.59439999994056,0.5636746178246003,432
377315,,,5500.0,0.6398,0.7205,0.7481,0.7480999999251899,0.0005429353255440208,1.0,0.63979999993602,0.5636542935111944,433
437857,,,9500.0,0.6433,0.6242,0.7462,0.74619999992538,0.000832500832500832,1.0,0.64329999993567,0.5636532500618932,434
441618,,,9500.0,0.5676,0.7838,0.7838,0.7837999999216201,0.000130304478130565,1.0,0.56759999994324,0.5635330304264611,435
492731,,,6333.0,0.5603,0.5407,0.7867,0.78669999992133,0.0012596099552621284,1.0,0.5602999999439701,0.5634959609741892,436
456506,,,5500.0,0.7558,0.8837,0.6893,0.68929999993107,0.00052121791252226,1.0,0.75579999992442,0.5634921217699083,437
492722,,,9473.0,0.7039,0.7362,0.7137,0.71369999992863,0.0024613068091328947,1.0,0.7038999999296099,0.5633761306596003,438
455105,,,3604.0,0.3043,0.4696,0.9143,0.91429999990857,0.0005718918762397019,1.0,0.30429999996957,0.5633471891662949,439
185466,,,5500.0,0.5198,0.759,0.8053,0.80529999991947,0.0026060895626113002,1.0,0.5197999999480201,0.563300608934957,440
450128,,,8265.0,0.8099,0.7189,0.6595,0.65949999993405,0.0038584603801995083,1.0,0.80989999991901,0.563275846016731,441
441830,,,8139.0,0.5676,0.5541,0.7823,0.78229999992177,0.0002968046446307314,1.0,0.56759999994324,0.563249680443141,442
418250,,,,0.2711,0.0,0.9299,0.9298999999070099,0.0015274580491971787,1.0,0.27109999997289,0.5632427457836108,443
392257,,,9473.0,0.6558,0.7522,0.7267,0.72669999992733,0.02317247969421881,1.0,0.6557999999344201,0.5632372479483299,444
460145,,,9500.0,0.811,0.7927,0.6602,0.66019999993398,0.0007601094557616292,1.0,0.8109999999189,0.5632160109242622,445
400080,,,7600.0,0.6181,0.6023,0.7533,0.75329999992467,0.007362203014376923,1.0,0.61809999993819,0.5632062202801907,446
114637,,,,0.2564,0.2991,0.9375,0.93749999990625,0.0005646527385657817,1.0,0.25639999997436,0.5631964652525426,447
460701,,,6333.0,0.6412,0.533,0.7442,0.74419999992558,0.0016939582156973452,1.0,0.64119999993588,0.5631293958002737,448
461740,,,4750.0,0.8308,0.7692,0.65,0.649999999935,0.00021717413021760833,1.0,0.83079999991692,0.5631017173917138,449
230144,,,9000.0,0.4677,0.8065,0.8313,0.83129999991687,0.0006370441153049844,1.0,0.46769999995323003,0.5630937043902275,450
111054,,,6028.0,0.4753,0.5062,0.8269,0.82689999991731,0.00104243582504452,1.0,0.47529999995247,0.5630142435612134,451
376385,,,,0.5405,0.0,0.7941,0.79409999992059,0.0013392404696752514,1.0,0.54049999994595,0.5630039240256806,452
491756,,,9855.0,0.7448,0.6563,0.6917,0.69169999993083,0.0007166746297181076,1.0,0.74479999992552,0.5628916674416897,453
419235,,,6333.0,0.9848,0.943,0.5714,0.5713999999428601,0.0010713923757402011,1.0,0.98479999990152,0.562867139216298,454
483230,,,4449.0,0.2274,0.2375,0.95,0.949999999905,0.0010713923757402011,1.0,0.22739999997726,0.5628471392163,455
235088,,,9355.0,0.3587,0.4283,0.8838,0.8837999999116201,0.0016722408026755842,1.0,0.35869999996413,0.5627972240590047,456
159522,,,7411.0,0.4485,0.4963,0.8387,0.83869999991613,0.0012306534045664474,1.0,0.44849999995515,0.5627130653191976,457
384245,,,9500.0,0.7151,0.7356,0.7032,0.7031999999296801,0.0051470268861573175,1.0,0.7150999999284899,0.5626647026674008,458
418515,,,10223.0,0.5026,0.7772,0.8113,0.81129999991887,0.0006225658399571439,1.0,0.50259999994974,0.5625822565627437,459
480824,,,9096.0,0.665,0.6785,0.7283,0.72829999992717,0.003945330032286551,1.0,0.6649999999335,0.5625545329820126,460
450711,,,9500.0,0.7905,0.7905,0.6667,0.66669999993333,0.0006080875646093033,1.0,0.79049999992095,0.562450808735222,461
367158,,,8481.0,0.7831,0.9277,0.6701,0.6700999999329901,0.0003836742967177747,1.0,0.78309999992169,0.5623683674084389,462
241906,,,,0.7491,0.0,0.6864,0.68639999993136,0.0017011973533712654,1.0,0.74909999992509,0.5623601197141183,463
476878,,,6333.0,0.2974,0.4009,0.9126,0.91259999990874,0.0009990009990009983,1.0,0.29739999997026,0.5623599000786741,464
221102,,,,0.4183,0.0,0.8514,0.85139999991486,0.0024033937077415322,1.0,0.41829999995817,0.5623503393495632,465
454962,,,6392.0,0.4455,0.495,0.8387,0.83869999991613,0.000441587398109137,1.0,0.44549999995545,0.5623341587185818,466
433387,8010.0,8010.0,8318.0,0.3356,0.4398,0.5439,0.54389999994561,0.8166254035819248,0.8828347838806408,0.33559999996644,0.5622860187320227,467
202949,,,5500.0,0.4221,0.5779,0.8495,0.84949999991505,0.0011148272017837229,1.0,0.42209999995778996,0.5622214826989673,468
454917,,,6232.0,0.5154,0.443,0.8,0.79999999992,0.006609332696289214,1.0,0.51539999994846,0.562200933248475,469
103963,,,10661.0,0.7083,0.6633,0.7052,0.70519999992948,0.0029752855839812343,1.0,0.70829999992917,0.5621675285372112,470
483735,,,6009.0,0.5377,0.5283,0.7917,0.79169999992083,0.0005067396371744194,1.0,0.53769999994623,0.5621606739425065,471
486770,,,7485.0,0.6486,0.6667,0.7361,0.73609999992639,0.0007818268687833901,1.0,0.64859999993514,0.5621581826656703,472
154208,,,4858.0,0.2601,0.4358,0.9302,0.93019999990698,0.0009121313469139551,1.0,0.26009999997398997,0.5621412131134863,473
392415,,,6333.0,0.7357,0.6352,0.6918,0.69179999993082,0.0018676975198714317,1.0,0.73569999992643,0.5621167697307942,474
457800,,,12239.0,0.1594,0.2222,0.98,0.9799999999019999,0.0014550666724579759,1.0,0.15939999998406,0.5620855066460517,475
488369,,,9500.0,0.7065,0.7935,0.7069,0.70689999992931,0.0005067396371744194,1.0,0.70649999992935,0.5620806739425145,476
445364,,,9500.0,0.6011,0.6619,0.7576,0.7575999999242401,0.004488265357830572,1.0,0.6010999999398899,0.56207882651462,477
190318,,,6333.0,0.6142,0.5411,0.7525,0.7524999999247499,0.0014405883971101354,1.0,0.61419999993858,0.5620640588185191,478
238175,,,6333.0,0.4772,0.5178,0.8211,0.8210999999178901,0.0008180225571529914,1.0,0.47719999995228,0.5620218022345214,479
209694,,,8170.0,0.6489,0.6277,0.7353,0.73529999992647,0.0002678480939350503,1.0,0.64889999993511,0.5619767847881985,480
468963,,,6333.0,0.6906,0.8225,0.7118,0.71179999992882,0.0051180703354616365,1.0,0.69059999993094,0.5619318070124041,481
183035,,,,0.2973,0.6486,0.9105,0.9104999999089499,0.0002678480939350503,1.0,0.29729999997027,0.5618567847882104,482
169503,,,6160.0,0.5887,0.5911,0.7639,0.76389999992361,0.002005241135675917,1.0,0.58869999994113,0.5618505240924027,483
125310,,,4424.0,0.6842,0.4737,0.717,0.7169999999283,0.00030404378230465166,1.0,0.68419999993158,0.5618504043570485,484
434900,7495.0,7495.0,5000.0,0.8537,0.1194,0.6858,0.6857999999314199,0.0026278069756330608,0.8903678783003001,0.85369999991463,0.5618295685053403,485
447883,,,6333.0,0.7207,0.7153,0.6978,0.69779999993022,0.0011075880641098026,1.0,0.72069999992793,0.561740758785248,486
481474,,,6211.0,0.4091,0.4409,0.8536,0.85359999991464,0.0009483270352835565,1.0,0.40909999995909,0.5617248326823654,487
378105,,,5503.0,0.5512,0.4271,0.7814,0.7813999999218599,0.0027508723160897058,1.0,0.55119999994488,0.561675087210469,488
488253,,,6333.0,0.3381,0.1583,0.8889,0.88889999991111,0.0004995004995004992,1.0,0.33809999996619,0.5616399500287912,489
169187,15042.0,15042.0,8568.0,0.4922,0.6953,0.9216,0.9215999999078399,0.0007528703180877089,0.7799751334747316,0.49219999995078,0.5616128003559279,490
457855,,,5500.0,0.5476,0.6071,0.7838,0.7837999999216201,0.0005284570501961803,1.0,0.54759999994524,0.5615728456838676,491
212355,,,7851.0,0.6108,0.6703,0.7518,0.75179999992482,0.0010207184120227591,1.0,0.61079999993892,0.5615420718200583,492
407355,,,6333.0,0.5799,0.6134,0.7671,0.76709999992329,0.0013102839189795704,1.0,0.5798999999420099,0.5615410283707569,493
491835,,,7917.0,0.4481,0.5714,0.8333,0.83329999991667,0.0006225658399571439,1.0,0.44809999995519,0.5615322565628488,494
414124,,,9350.0,0.3879,0.3897,0.8622,0.8621999999137799,0.002113828200784721,1.0,0.38789999996121,0.5614413827989555,495
491880,,,9500.0,0.3743,0.324,0.8696,0.86959999991304,0.000702196354370267,1.0,0.37429999996257,0.561420219614302,496
483425,,,8750.0,0.4769,0.6308,0.8182,0.81819999991818,0.00036919602136993416,1.0,0.47689999995230997,0.561366919581004,497
416801,,,12500.0,0.3112,0.3474,0.9,0.89999999991,0.0024395893961111337,1.0,0.31119999996888,0.5613639589184991,498
444787,,,10500.0,0.459,0.7446,0.8163,0.81629999991837,0.02163054336967379,1.0,0.4589999999541,0.5613230543160515,499
450696,,,10460.0,0.6308,0.6573,0.7391,0.73909999992609,0.0029825247216551548,1.0,0.63079999993692,0.5611982524510755,500
488970,,,7719.0,0.5781,0.6094,0.7667,0.76669999992333,0.00020993499254368805,1.0,0.57809999994219,0.5611709934781394,501
434274,,,9500.0,0.5741,0.4815,0.7685,0.76849999992315,0.0005936092892614628,1.0,0.5740999999425901,0.5611693609078152,502
103501,,,7199.0,0.6287,0.5992,0.7405,0.7404999999259501,0.0019400888966106344,1.0,0.62869999993713,0.5611640088685641,503
457420,,,7389.0,0.4351,0.5422,0.8375,0.83749999991625,0.0012451316799142879,1.0,0.43509999995648996,0.5611345131468904,504
215886,,,9873.0,0.5106,0.6277,0.8,0.79999999992,0.00023889154323936918,1.0,0.51059999994894,0.5610838891332179,505
197337,,,,0.6,0.3263,0.7551,0.75509999992449,0.00047778308647873836,1.0,0.59999999994,0.5610677782875458,506
454944,,,8750.0,0.5559,0.5215,0.7763,0.77629999992237,0.0017229147663930262,1.0,0.55589999994441,0.5610222914555544,507
487232,,,5500.0,0.6606,0.7273,0.7244,0.72439999992756,0.0007673485934355495,1.0,0.6605999999339399,0.5610167348382495,508
425250,,,7639.0,0.6,0.7063,0.7547,0.7546999999245301,0.0005791310139136222,1.0,0.59999999994,0.5609979130802973,509
407434,,,5500.0,0.4842,0.6,0.8125,0.81249999991875,0.0004271091227612964,1.0,0.48419999995158003,0.5609627108911841,510
487384,,,9365.0,0.7495,0.7825,0.6781,0.6780999999321901,0.003438590395112132,1.0,0.74949999992505,0.5609138590184543,511
163259,,,15000.0,0.2581,0.3828,0.9218,0.9217999999078199,0.006920615616267786,1.0,0.25809999997419,0.5608620615406097,512
494621,,,,0.3315,0.4022,0.8879,0.88789999991121,0.0007818268687833901,1.0,0.33149999996685003,0.5608081826658053,513
105677,,,7307.0,0.1724,0.4828,0.9677,0.96769999990323,0.00019545671719584752,1.0,0.17239999998275998,0.5607995456506415,514
381370,,,6333.0,0.6573,0.7478,0.7241,0.72409999992759,0.0020197194110237577,1.0,0.65729999993427,0.5607519719200473,515
418269,,,9500.0,0.8033,0.7867,0.6516,0.65159999993484,0.0006225658399571439,1.0,0.80329999991967,0.5607122565629307,516
148575,,,15000.0,0.2956,0.4745,0.9048,0.9047999999095201,0.001766349592436548,1.0,0.29559999997043995,0.5606966349381917,517
237598,8665.0,8665.0,,0.9,1.0,0.6667,0.66669999993333,0.00014478275347840555,0.8732538579682588,0.89999999991,0.5606798640498398,518
120698,,,15000.0,0.5273,0.6182,0.7895,0.78949999992105,0.0002316524055654489,1.0,0.52729999994727,0.5606531652194935,519
117636,,,17014.0,0.315,0.6319,0.8922,0.89219999991078,0.006587615283267453,1.0,0.3149999999685,0.5605987615073328,520
420468,,,9500.0,0.3395,0.4198,0.8823,0.88229999991177,0.001795306143132229,1.0,0.33949999996605,0.5605895305932722,521
485412,,,2333.0,0.5645,0.4624,0.7701,0.77009999992299,0.0008469791078486726,1.0,0.56449999994355,0.5605546978897379,522
470296,,,6692.0,0.6857,0.7714,0.7097,0.70969999992903,0.00010858706510880417,1.0,0.6856999999314299,0.5605208586854599,523
487454,,,9365.0,0.7619,0.7924,0.6701,0.6700999999329901,0.0027146766277201043,1.0,0.76189999992381,0.560481467641751,524
435000,,,15719.0,0.1481,0.5556,0.9778,0.97779999990222,0.0001665001665001664,1.0,0.14809999998519,0.560386649995613,525
154545,,,12000.0,0.5965,0.3421,0.7533,0.75329999992467,0.0006804789413485062,1.0,0.5964999999403501,0.5603780478731039,526
457545,,,9833.0,0.4189,0.5541,0.8421,0.84209999991579,0.0006660006660006656,1.0,0.41889999995811,0.5603766000455691,527
409120,,,7600.0,0.578,0.5321,0.7625,0.76249999992375,0.000441587398109137,1.0,0.5779999999422,0.560344158718781,528
460808,,,,0.3182,0.4545,0.8919,0.89189999991081,6.51522390652825e-05,1.0,0.31819999996818,0.5602065152028866,529
481243,,,5330.0,0.3326,0.3926,0.8837,0.8836999999116301,0.001795306143132229,1.0,0.33259999996674,0.5601795305933133,530
389860,,,7063.0,0.2594,0.3192,0.92,0.9199999999080001,0.0023599588816980107,1.0,0.25939999997406,0.5601759958671758,531
199980,,,,0.689,0.0,0.7061,0.70609999992939,0.0003185220576524922,1.0,0.6889999999311,0.5601518521847533,532
483896,,,3167.0,0.2538,0.4989,0.9231,0.92309999990769,0.0014623058101318961,1.0,0.25379999997462005,0.5601462305600132,533
408385,,,7389.0,0.7552,0.6711,0.6705,0.67049999993295,0.0046692437996785794,1.0,0.75519999992448,0.5600869243590059,534
480921,,,10203.0,0.5852,0.5556,0.7571,0.75709999992429,0.0006370441153049844,1.0,0.5851999999414801,0.5600037043905365,535
434140,,,9500.0,0.5554,0.5223,0.7698,0.7697999999230201,0.0049515701689614704,1.0,0.55539999994446,0.5599951569959462,536
461926,,,7000.0,0.3546,0.3705,0.8718,0.87179999991282,0.0011365446148054836,1.0,0.35459999996454,0.5599336544404986,537
407577,,,5500.0,0.5419,0.3596,0.7784,0.77839999992216,0.0004995004995004992,1.0,0.5418999999458101,0.5599199500289631,538
410797,,,9500.0,0.7103,0.7103,0.6941,0.69409999993059,0.0006298049776310642,1.0,0.7102999999289701,0.5599129804767782,539
176716,,,7463.0,0.4186,0.4093,0.8395,0.8394999999160501,0.0009845227236531578,1.0,0.41859999995814,0.5598584522513894,540
229337,,,11250.0,0.2334,0.4765,0.927,0.9269999999073001,0.010482271351836563,1.0,0.23339999997666,0.5597882271143098,541
455725,,,6160.0,0.6002,0.6495,0.7462,0.74619999992538,0.0049153744805918685,1.0,0.60019999993998,0.5597515374271331,542
203614,,,9711.0,0.636,0.6316,0.7287,0.72869999992713,0.0029970029970029953,1.0,0.6359999999364,0.5596397002787662,543
476993,,,9500.0,0.2681,0.4209,0.9122,0.91219999990878,0.0017808278677843884,1.0,0.26809999997319,0.5594280827658534,544
447023,,,9251.0,0.8237,0.8824,0.6281,0.62809999993719,0.014340731732036071,1.0,0.82369999991763,0.5594240731524046,545
204431,,,,0.9189,0.0,0.5873,0.58729999994127,0.0003330003330003328,1.0,0.91889999990811,0.5593833000123651,546
488396,,,6556.0,0.8431,0.9216,0.625,0.6249999999375,0.00023889154323936918,1.0,0.84309999991569,0.5593338891333929,547
497310,,,9500.0,0.356,0.3717,0.8679,0.86789999991321,0.0007818268687833901,1.0,0.35599999996439996,0.5592581826659604,548
120078,,,9500.0,0.6277,0.6626,0.7298,0.72979999992702,0.0045244610462001735,1.0,0.62769999993723,0.559182446083747,549
209700,,,7652.0,0.5599,0.5449,0.765,0.7649999999235,0.0015057406361754179,1.0,0.55989999994401,0.5591405740427186,550
420255,,,,0.6116,0.0413,0.7396,0.73959999992604,0.0005574136008918614,1.0,0.6115999999388401,0.5591357413391812,551
240718,,,6800.0,0.4499,0.6957,0.8167,0.81669999991833,0.007188463710202836,1.0,0.44989999995501,0.5590488463501873,552
469911,,,6859.0,0.7138,0.7631,0.6879,0.68789999993121,0.0006877180790224264,1.0,0.71379999992862,0.5590287717870064,553
434344,,,6222.0,0.4693,0.7318,0.8097,0.80969999991903,0.0015708928752407004,1.0,0.46929999995307,0.5590270892666371,554
454971,,,7307.0,0.6824,0.6706,0.7024,0.70239999992976,0.001484023223153657,1.0,0.68239999993176,0.5588684023014434,555
440262,,,14250.0,0.6721,0.7279,0.7068,0.70679999992932,0.002939089895611633,1.0,0.67209999993279,0.5588639089687042,556
156842,,,9833.0,0.4492,0.5672,0.819,0.8189999999180999,0.0013971535710666136,1.0,0.44919999995508,0.5588597153362347,557
450650,,,6333.0,0.4694,0.7042,0.8087,0.80869999991913,0.001665001665001664,1.0,0.46939999995306,0.5588465001456322,558
454786,,,18334.0,0.7754,0.7502,0.6542,0.65419999993458,0.004640287248982898,1.0,0.77539999992246,0.5588440287040604,559
457837,,,6333.0,0.4365,0.4788,0.8254,0.82539999991746,0.0009483270352835565,1.0,0.43649999995634997,0.5588248326826554,560
146807,,,,0.3875,0.2625,0.85,0.849999999915,0.0004633048111308978,1.0,0.38749999996125,0.5587963304602381,561
487904,,,8000.0,0.4211,0.6053,0.8333,0.83329999991667,0.00018821757952192724,1.0,0.42109999995789,0.5587888217370752,562
494524,,,7917.0,0.4567,0.5529,0.8148,0.8147999999185199,0.0006080875646093033,1.0,0.45669999995432997,0.558690808735598,563
111726,,,6729.0,0.3851,0.068,0.8502,0.85019999991498,0.0010713923757402011,1.0,0.38509999996148997,0.558657139216719,564
376330,11401.0,11401.0,,0.855,0.0,0.6981,0.69809999993019,0.0014188709840883744,0.8332333796533317,0.8549999999144999,0.55858522504123,565
181145,,,,0.2632,0.6316,0.9111,0.91109999990889,0.00017373930417408667,1.0,0.26319999997368,0.5585573739095634,566
246974,,,10460.0,0.6303,0.6968,0.7256,0.7255999999274401,0.0029173724825898723,1.0,0.63029999993697,0.558441737227444,567
485379,,,6105.0,0.5439,0.521,0.769,0.7689999999231,0.002034197686371598,1.0,0.54389999994561,0.5583934197478181,568
460765,,,4712.0,0.5085,0.3051,0.7869,0.78689999992131,0.00030404378230465166,1.0,0.50849999994915,0.5582604043574075,569
199883,,,,0.2569,0.9514,0.9122,0.91219999990878,0.0011799794408490054,1.0,0.25689999997431,0.558247997923272,570
487791,,,6944.0,0.5579,0.5655,0.7601,0.76009999992399,0.0036412862499819,1.0,0.5578999999442099,0.5581741286042172,571
444051,,,9149.0,0.4527,0.5878,0.8142,0.81419999991858,0.00031128291997857197,1.0,0.45269999995473,0.5581411282711869,572
434830,,,9149.0,0.4848,0.6037,0.7974,0.79739999992026,0.0011582620278272444,1.0,0.48479999995152,0.5580758261819867,573
436632,,,7917.0,0.6856,0.7784,0.697,0.6969999999302999,0.0010279575496966796,1.0,0.6855999999314399,0.5580627957341737,574
447768,,,9500.0,0.6307,0.6311,0.7187,0.71869999992813,0.011864946647555335,1.0,0.63069999993693,0.5579964946440745,575
415057,,,8490.0,0.4526,0.5985,0.8135,0.81349999991865,0.00014478275347840555,1.0,0.45259999995474,0.5579744782545518,576
132976,3100.0,12100.0,,0.2744,0.0,0.9242,0.9241999999075801,0.002265850091937047,0.9546551598039933,0.27439999997256,0.557972100968365,577
393649,,,9433.0,0.7468,0.7613,0.6617,0.66169999993383,0.009324009324009319,1.0,0.74679999992532,0.557952400911699,578
377652,,,6843.0,0.7204,0.6935,0.679,0.6789999999321,0.0011003489264358823,1.0,0.72039999992796,0.5579500348718596,579
172015,,,7504.0,0.8807,0.9091,0.5989,0.59889999994011,0.0005501744632179412,1.0,0.88069999991193,0.5579050174255369,580
177719,,,15000.0,0.2191,0.7138,0.9281,0.92809999990719,0.0030042421346769153,1.0,0.21909999997809,0.5578304241927147,581
115357,,,10534.0,0.5664,0.5044,0.7551,0.75509999992449,0.0012378925422403676,1.0,0.56639999994336,0.5577837892334581,582
449700,18122.0,18122.0,9500.0,0.8534,0.9791,0.7433,0.74329999992567,0.0026712418016765827,0.7349228406348282,0.8533999999146601,0.5577594082202505,583
212382,,,6633.0,0.6765,0.5833,0.7,0.69999999993,0.0009990009990009983,1.0,0.67649999993235,0.557749900079135,584
375540,,,6333.0,0.3309,0.4412,0.873,0.8729999999126999,0.0002750872316089706,1.0,0.33089999996691005,0.5577175087023919,585
159601,,,6500.0,0.7907,0.6977,0.6428,0.64279999993572,0.00021717413021760833,1.0,0.79069999992093,0.5576517173922587,586
441256,,,6333.0,0.6892,0.723,0.6935,0.69349999993065,0.00031128291997857197,1.0,0.68919999993108,0.557651128271236,587
378956,,,21313.0,0.6368,0.6565,0.7175,0.71749999992825,0.004401395705743529,1.0,0.6367999999363201,0.5576201395498565,588
443669,,,7000.0,0.6471,0.6706,0.7143,0.7142999999285701,0.0004995004995004992,1.0,0.64709999993529,0.5576199500291931,589
491066,,,7859.0,0.3828,0.4219,0.8462,0.84619999991538,0.0005139787748483398,1.0,0.38279999996172,0.5575713978567329,590
457299,,,16000.0,0.524,0.5491,0.7743,0.77429999992257,0.0026422852509809013,1.0,0.5239999999476,0.5575242285043721,591
446118,,,10296.0,0.6706,0.7919,0.7001,0.70009999992999,0.004191460713199841,1.0,0.67059999993294,0.557499146050612,592
215530,,,6333.0,0.3412,0.7176,0.8667,0.86669999991333,0.0002895655069568111,1.0,0.34119999996588,0.5574889565299497,593
482291,,,9445.0,0.78,0.7764,0.6423,0.64229999993577,0.009830748961183737,1.0,0.779999999922,0.5574430748754724,594
221236,,,,0.4732,0.0,0.7995,0.7994999999200499,0.0020269585486976777,1.0,0.47319999995268003,0.5574226958341478,595
414063,,,5500.0,0.301,0.4694,0.8861,0.88609999991139,0.0007383920427398683,1.0,0.3009999999699,0.557393839183542,596
480161,,,,0.6452,0.6452,0.7143,0.7142999999285701,8.686965208704334e-05,1.0,0.6451999999354799,0.5573886869444707,597
449728,13120.0,13120.0,15069.0,0.7188,0.9125,0.7727,0.7726999999227301,0.0012813273682838891,0.8080889343962556,0.7187999999281199,0.557357026153812,598
484394,,,9500.0,0.4009,0.4052,0.8358,0.83579999991642,0.0010134792743488389,1.0,0.40089999995991,0.5573513479067098,599
455734,,,14750.0,0.4267,0.52,0.8225,0.82249999991775,0.001484023223153657,1.0,0.42669999995733005,0.5573184023015985,600
184427,,,9524.0,0.5434,0.6606,0.7632,0.7631999999236799,0.0024540676714589742,1.0,0.54339999994566,0.5572254067464478,601
461786,,,9819.0,0.425,0.675,0.8235,0.82349999991765,0.00018821757952192724,1.0,0.4249999999575,0.5572188217372323,602
406325,,,9323.0,0.5814,0.7267,0.7447,0.74469999992553,0.0010134792743488389,1.0,0.58139999994186,0.5571813479067268,603
445656,,,6333.0,0.4702,0.7474,0.8,0.79999999992,0.0015419363245450192,1.0,0.47019999995298,0.5571741936117526,604
196307,,,15000.0,0.2667,0.4564,0.9019,0.9018999999098101,0.0011365446148054836,1.0,0.26669999997333,0.5571636544407755,605
179991,,,6948.0,0.4348,0.6087,0.8182,0.81819999991818,0.0002678480939350503,1.0,0.43479999995652,0.5571467847886815,606
447795,,,,0.1084,0.0241,0.9813,0.9812999999018699,0.00014478275347840555,1.0,0.10839999998916,0.5571144782546379,607
490151,,,2728.0,0.6587,0.3651,0.7059,0.70589999992941,0.00045606567345697754,1.0,0.65869999993413,0.5570956065466408,608
198844,,,,0.5346,0.0,0.7673,0.76729999992327,0.0007601094557616292,1.0,0.53459999994654,0.5569960109248842,609
486530,,,7767.0,0.6357,0.6186,0.7164,0.71639999992836,0.0011365446148054836,1.0,0.63569999993643,0.5569636544407955,610
150428,,,6251.0,0.5,0.6154,0.7846,0.78459999992154,0.00011582620278272445,1.0,0.49999999995,0.5569315825995863,611
213181,,,9014.0,0.6088,0.6581,0.7286,0.72859999992714,0.0025336981858720973,1.0,0.60879999993912,0.5568533697979272,612
461625,,,,1.0,0.0,0.5342,0.53419999994658,9.410878976096362e-05,1.0,0.9999999999,0.5568494108582921,613
