school_id,admission_rate_overall,admission_rate_by_ope_id,consumer_admission_rate,admission_score
409315,,,1.0,1.0
221999,0.0667,0.06669254156154,0.0667,0.93330000000667
187596,,,1.0,1.0
173735,,,1.0,1.0
147767,0.0721,0.07208208969782,0.0721,0.92790000000721
136400,,,1.0,1.0
210155,,,1.0,1.0
158662,,,1.0,1.0
101897,,,1.0,1.0
165033,,,1.0,1.0
162557,,,1.0,1.0
194028,,,1.0,1.0
230597,,,1.0,1.0
156107,,,1.0,1.0
449898,,,1.0,1.0
365374,,,1.0,1.0
438586,,,1.0,1.0
461032,,,1.0,1.0
217156,0.0506,0.05058342711603,0.0506,0.94940000000506
493600,,,1.0,1.0
198774,,,1.0,1.0
191612,,,1.0,1.0
188216,,,1.0,1.0
125091,,,1.0,1.0
182670,0.0638,0.06380575945793,0.0638,0.93620000000638
234933,,,1.0,1.0
234979,,,1.0,1.0
195191,0.2222,0.22222222222222,0.2222,0.77780000002222
144050,0.0543,0.05434145301423,0.0543,0.94570000000543
227979,,,1.0,1.0
157711,,,1.0,1.0
218520,,,1.0,1.0
235699,,,1.0,1.0
177472,,,1.0,1.0
237385,,,1.0,1.0
193326,,,1.0,1.0
173638,,,1.0,1.0
174756,,,1.0,1.0
123800,,,1.0,1.0
122977,,,1.0,1.0
234915,,,1.0,1.0
235343,,,1.0,1.0
178697,0.2113,0.21125502456453,0.2113,0.78870000002113
447980,,,1.0,1.0
110468,0.0,0.0,0.02,1.0
230171,,,1.0,1.0
228316,,,1.0,1.0
189547,,,1.0,1.0
193946,,,1.0,1.0
107664,,,1.0,1.0
197027,0.2735,0.27349869451697,0.2735,0.72650000002735
213376,,,1.0,1.0
198419,0.0635,0.06345969289827,0.0635,0.93650000000635
168342,0.085,0.08498139808106,0.085,0.9150000000085
135610,,0.91256830601092,1.0,1.0
228547,,,1.0,1.0
442523,,,1.0,1.0
207254,,,1.0,1.0
182500,,,1.0,1.0
203678,,,1.0,1.0
157793,,,1.0,1.0
188182,,,1.0,1.0
199449,,,1.0,1.0
190619,,,1.0,1.0
198376,,,1.0,1.0
198154,,,1.0,1.0
188100,,,1.0,1.0
154952,,,1.0,1.0
135391,,,1.0,1.0
238014,,,1.0,1.0
247153,,,1.0,1.0
198011,,,1.0,1.0
150987,,,1.0,1.0
113980,,,1.0,1.0
158325,,,,1.0
117894,,,1.0,1.0
158884,,,1.0,1.0
495165,,,1.0,1.0
487621,,,1.0,1.0
488129,,,1.0,1.0
496964,,,1.0,1.0
199722,,,1.0,1.0
481571,,,1.0,1.0
492096,,,1.0,1.0
375726,,,1.0,1.0
156790,,,1.0,1.0
184995,,,1.0,1.0
173559,,,1.0,1.0
102076,,,1.0,1.0
183743,,,1.0,1.0
196680,,,1.0,1.0
198206,,,1.0,1.0
123299,,,1.0,1.0
480310,,,1.0,1.0
198084,,,1.0,1.0
240505,,,1.0,1.0
226134,,,1.0,1.0
247940,,,1.0,1.0
185873,,,1.0,1.0
221908,,,1.0,1.0
175041,,,1.0,1.0
250993,,,1.0,1.0
172954,,,1.0,1.0
233684,,,1.0,1.0
235237,,,1.0,1.0
138284,,,1.0,1.0
214379,,,1.0,1.0
154396,,,1.0,1.0
231882,,,1.0,1.0
475635,,,1.0,1.0
417868,0.2736,0.27358490566037,0.2736,0.72640000002736
218140,,,1.0,1.0
480657,,,1.0,1.0
226019,,,1.0,1.0
199908,,,1.0,1.0
167358,0.068,0.06803296703296,0.068,0.9320000000068001
182306,,,1.0,1.0
199476,,,1.0,1.0
113573,,,1.0,1.0
497949,,,1.0,1.0
228884,,,1.0,1.0
118718,,,1.0,1.0
204945,,,1.0,1.0
175883,,,1.0,1.0
236188,,,1.0,1.0
184205,,,1.0,1.0
198668,,,1.0,1.0
133960,,,1.0,1.0
113236,,,1.0,1.0
187046,,,1.0,1.0
120342,,,1.0,1.0
199324,,,1.0,1.0
202648,,,1.0,1.0
225423,,,1.0,1.0
184180,,,1.0,1.0
173911,,,1.0,1.0
106883,,,1.0,1.0
206996,,,1.0,1.0
449038,,,1.0,1.0
146366,,,1.0,1.0
155566,,,1.0,1.0
123961,0.1202,0.12023978454142,0.1202,0.87980000001202
458919,,,1.0,1.0
180151,,,1.0,1.0
161077,,,1.0,1.0
121901,,,1.0,1.0
106810,,,1.0,1.0
485591,,,1.0,1.0
156860,,,1.0,1.0
153296,,,1.0,1.0
489201,,,1.0,1.0
483504,,,1.0,1.0
155487,,,1.0,1.0
459046,,,1.0,1.0
164535,0.4737,0.47368421052631,0.4737,0.52630000004737
495396,,,1.0,1.0
207290,,,1.0,1.0
224961,,,1.0,1.0
207351,,,1.0,1.0
232618,0.4,0.4,0.4,0.60000000004
490081,,,1.0,1.0
193900,0.1246,0.12456537720291,0.1246,0.87540000001246
183114,,,1.0,1.0
153524,,,1.0,1.0
135188,,,1.0,1.0
205443,,,1.0,1.0
187198,,,1.0,1.0
166911,,,1.0,1.0
227225,,,1.0,1.0
483212,,,1.0,1.0
106351,,,1.0,1.0
201283,,,1.0,1.0
158431,,,1.0,1.0
142887,,,1.0,1.0
197887,,,1.0,1.0
199421,,,1.0,1.0
236692,,,1.0,1.0
444468,,,1.0,1.0
161688,,,1.0,1.0
490276,,,1.0,1.0
121363,,,1.0,1.0
446774,,,1.0,1.0
160409,,,1.0,1.0
175786,,,1.0,1.0
490090,,,1.0,1.0
207236,,,1.0,1.0
123341,,,1.0,1.0
217891,,,1.0,1.0
136516,,,1.0,1.0
173708,,,1.0,1.0
443766,,,1.0,1.0
198534,,,1.0,1.0
139658,0.1135,0.12729456811441,0.1135,0.88650000001135
125231,,,1.0,1.0
180203,,,1.0,1.0
101240,,,1.0,1.0
218885,,,1.0,1.0
127389,,,1.0,1.0
127617,,,1.0,1.0
154110,,,1.0,1.0
191719,,,1.0,1.0
193283,,,1.0,1.0
189228,,,1.0,1.0
137281,,,1.0,1.0
154378,,,1.0,1.0
225070,,,1.0,1.0
161864,,,1.0,1.0
161004,0.0919,0.09193686006825,0.0919,0.90810000000919
199856,,,1.0,1.0
176336,,,1.0,1.0
496955,,,1.0,1.0
187532,,,1.0,1.0
438708,,,1.0,1.0
101569,,,1.0,1.0
161767,,,1.0,1.0
450119,,,1.0,1.0
107327,,,1.0,1.0
236753,,,1.0,1.0
491701,,,1.0,1.0
176664,,,1.0,1.0
198039,,,1.0,1.0
497408,,,1.0,1.0
206446,,,1.0,1.0
491464,,,1.0,1.0
198330,,,1.0,1.0
496894,,,1.0,1.0
185536,,,1.0,1.0
448594,,,1.0,1.0
199485,,,1.0,1.0
128577,,,1.0,1.0
224642,,,1.0,1.0
177135,,,1.0,1.0
198367,,,1.0,1.0
414595,,,1.0,1.0
188058,,,1.0,1.0
219790,,,1.0,1.0
130907,,,1.0,1.0
127732,,,1.0,1.0
227377,,,1.0,1.0
458973,,,1.0,1.0
229355,,,1.0,1.0
485926,,,1.0,1.0
156648,,,1.0,1.0
234669,,,1.0,1.0
165981,,,1.0,1.0
207740,,,1.0,1.0
236513,,,1.0,1.0
175263,,,1.0,1.0
233903,,,1.0,1.0
152992,,,1.0,1.0
213491,,,1.0,1.0
109208,,,1.0,1.0
199953,,,1.0,1.0
117706,,,1.0,1.0
156295,0.2458,0.24582769508344,0.2458,0.75420000002458
173063,,,1.0,1.0
198251,,,1.0,1.0
160126,,,1.0,1.0
484871,,,1.0,1.0
155715,,,1.0,1.0
191083,,,1.0,1.0
167534,,,1.0,1.0
114789,,,1.0,1.0
433420,,,1.0,1.0
122658,,,1.0,1.0
111939,,,1.0,1.0
198622,,,1.0,1.0
115001,,,1.0,1.0
155104,,,1.0,1.0
114859,,,1.0,1.0
126748,,,1.0,1.0
183655,,,1.0,1.0
184481,,,1.0,1.0
119137,,,1.0,1.0
198552,,,1.0,1.0
445027,,,1.0,1.0
162690,,,1.0,1.0
485546,,,1.0,1.0
180249,,,1.0,1.0
101301,,,1.0,1.0
235149,,,1.0,1.0
166957,,,1.0,1.0
179645,,,1.0,1.0
139959,0.4255,0.42545778229908,0.4255,0.57450000004255
217615,,,1.0,1.0
207564,,,1.0,1.0
434937,,,1.0,1.0
240666,,,1.0,1.0
224615,,,1.0,1.0
236708,,,1.0,1.0
117052,,,1.0,1.0
222062,,,1.0,1.0
240596,,,1.0,1.0
240657,,,1.0,1.0
177940,,,1.0,1.0
191597,0.12,0.12,0.12,0.880000000012
461883,,,1.0,1.0
139579,,,1.0,1.0
123013,,,1.0,1.0
115296,,,1.0,1.0
199768,,,1.0,1.0
145831,,,1.0,1.0
167871,0.3099,0.30994152046783,0.3099,0.69010000003099
237817,,,1.0,1.0
112260,0.1035,0.10352075669994,0.1035,0.89650000001035
232052,,,1.0,1.0
366395,,,1.0,1.0
155292,,,1.0,1.0
180054,,,1.0,1.0
172671,,,1.0,1.0
220206,,,1.0,1.0
198817,,,1.0,1.0
176178,,,1.0,1.0
453163,,,1.0,1.0
144944,,,1.0,1.0
123527,,,1.0,1.0
152080,0.1291,0.12905051114715,0.1291,0.87090000001291
232672,,,1.0,1.0
153144,,,1.0,1.0
458885,,,1.0,1.0
245999,,,1.0,1.0
490674,,,1.0,1.0
178387,,,1.0,1.0
198987,,,1.0,1.0
138664,,,1.0,1.0
443784,,,1.0,1.0
179539,,,1.0,1.0
200341,,,1.0,1.0
116439,,,1.0,1.0
130183,,,1.0,1.0
119216,,,1.0,1.0
235431,,,1.0,1.0
232946,,,1.0,1.0
198233,,,1.0,1.0
497329,,,1.0,1.0
251312,,,1.0,1.0
118976,,,1.0,1.0
219480,,,1.0,1.0
227386,,,1.0,1.0
229504,,,1.0,1.0
380359,,,1.0,1.0
480967,,,1.0,1.0
101116,,,1.0,1.0
226107,,,1.0,1.0
226116,,,1.0,1.0
450298,,,1.0,1.0
165194,,,1.0,1.0
109907,,,1.0,1.0
191302,,,1.0,1.0
200208,,,1.0,1.0
221397,,,1.0,1.0
145637,0.4482,0.4482349779471,0.4482,0.55180000004482
147411,,,1.0,1.0
480091,,,1.0,1.0
179867,0.1176,0.11757356156681,0.1176,0.88240000001176
161138,,,1.0,1.0
236638,,,1.0,1.0
367884,,,1.0,1.0
146205,,,1.0,1.0
156392,,,1.0,1.0
183859,,,1.0,1.0
181312,,,1.0,1.0
189097,0.0879,0.0879340494629,0.0879,0.91210000000879
203331,,,1.0,1.0
458964,,,1.0,1.0
190169,,,1.0,1.0
441760,,,1.0,1.0
227182,,,1.0,1.0
154998,,,1.0,1.0
223922,,,1.0,1.0
149842,,,1.0,1.0
180179,,,1.0,1.0
202356,,,1.0,1.0
197966,,,1.0,1.0
237701,,0.87345030468585,1.0,1.0
155195,,,1.0,1.0
125028,,,1.0,1.0
221643,,,1.0,1.0
172307,,,1.0,1.0
191986,,,1.0,1.0
240125,,,1.0,1.0
109819,,,1.0,1.0
115126,,,1.0,1.0
383190,,,1.0,1.0
443340,,,1.0,1.0
475121,,,1.0,1.0
441690,,,1.0,1.0
127884,,,1.0,1.0
217475,,,1.0,1.0
153533,,,1.0,1.0
171234,,,1.0,1.0
131399,,,1.0,1.0
430184,,,1.0,1.0
167312,,,1.0,1.0
218830,,,1.0,1.0
117733,,,1.0,1.0
453215,,,1.0,1.0
197294,,,1.0,1.0
175315,,,1.0,1.0
176770,0.3333,0.33333333333333,0.3333,0.6667000000333301
231536,,,1.0,1.0
186645,,,1.0,1.0
366003,,,1.0,1.0
174738,,,1.0,1.0
170240,,,1.0,1.0
208035,,,1.0,1.0
133650,0.3293,0.32929194956353,0.3293,0.67070000003293
450377,,,1.0,1.0
154697,,,1.0,1.0
145682,,,1.0,1.0
171483,,,1.0,1.0
207281,,,1.0,1.0
171535,,,1.0,1.0
205203,,,1.0,1.0
102030,,,1.0,1.0
137351,0.4393,0.43925390434358,0.4393,0.56070000004393
210270,,,1.0,1.0
192022,,,1.0,1.0
235103,,,1.0,1.0
198914,,,1.0,1.0
130040,,,1.0,1.0
437103,,,1.0,1.0
189839,,,1.0,1.0
113634,,,1.0,1.0
199838,,,1.0,1.0
119605,,,1.0,1.0
497736,,,1.0,1.0
181640,,,1.0,1.0
199333,,,1.0,1.0
224350,,,1.0,1.0
380377,,,1.0,1.0
102429,,,1.0,1.0
198923,,,1.0,1.0
497958,,,1.0,1.0
439446,,,,1.0
120421,,,1.0,1.0
442569,,,1.0,1.0
116226,,,1.0,1.0
140331,,,1.0,1.0
190053,,,1.0,1.0
423652,,,1.0,1.0
482699,,,1.0,1.0
155201,,,1.0,1.0
141060,0.2839,0.28390358268004,0.2839,0.71610000002839
146472,,,1.0,1.0
102614,,,1.0,1.0
485607,,,1.0,1.0
168148,0.0969,0.09692678172123,0.0969,0.90310000000969
168218,0.1357,0.13567306559886,0.1357,0.86430000001357
487658,0.4259,0.42592592592592,0.4259,0.57410000004259
167525,,,1.0,1.0
164775,,,1.0,1.0
177676,,,1.0,1.0
227401,,,1.0,1.0
206914,,,1.0,1.0
174525,,,1.0,1.0
204802,,0.86516134198094,1.0,1.0
153737,,,1.0,1.0
187620,,0.78045397225725,1.0,1.0
134811,,,1.0,1.0
178721,,,1.0,1.0
170091,,,1.0,1.0
207661,,,1.0,1.0
118912,,,1.0,1.0
136233,,,1.0,1.0
191199,,,1.0,1.0
480842,,,1.0,1.0
197674,,,1.0,1.0
182005,,,1.0,1.0
215239,,,1.0,1.0
113111,,,1.0,1.0
222628,,,,1.0
188340,,,1.0,1.0
171395,,,1.0,1.0
143215,,,1.0,1.0
110334,,,1.0,1.0
104425,,,1.0,1.0
151810,,,1.0,1.0
129729,,,1.0,1.0
113856,,,1.0,1.0
221096,,,1.0,1.0
172617,,,1.0,1.0
177250,,,1.0,1.0
488031,,,1.0,1.0
201469,,,1.0,1.0
131496,0.1223,0.12226893910954,0.1223,0.87770000001223
183877,,,1.0,1.0
111461,,,1.0,1.0
406361,,,1.0,1.0
380368,,,1.0,1.0
162706,,,1.0,1.0
195058,,,1.0,1.0
173461,,,1.0,1.0
260372,,,1.0,1.0
443492,,,1.0,1.0
201973,,,1.0,1.0
418126,,,1.0,1.0
138901,,,1.0,1.0
104160,,,1.0,1.0
173203,,,1.0,1.0
131803,,,1.0,1.0
480073,,,1.0,1.0
161086,0.0761,0.07613972764949,0.0761,0.92390000000761
237686,,,1.0,1.0
206154,,,1.0,1.0
231785,,,1.0,1.0
233949,,,1.0,1.0
198118,,,1.0,1.0
228158,,,1.0,1.0
113193,,,1.0,1.0
155308,,,1.0,1.0
203155,,,1.0,1.0
204866,,0.86516134198094,1.0,1.0
485111,,,1.0,1.0
120971,,,1.0,1.0
236382,,,1.0,1.0
201140,,,1.0,1.0
144564,,,1.0,1.0
226408,,,1.0,1.0
171155,,,1.0,1.0
196699,,,1.0,1.0
225876,,,1.0,1.0
145521,,,1.0,1.0
226578,,,1.0,1.0
235671,,,1.0,1.0
156851,,,1.0,1.0
186034,,,1.0,1.0
126207,,,1.0,1.0
160649,,,1.0,1.0
166133,,,1.0,1.0
240693,,,1.0,1.0
414878,0.2444,0.91111673841478,0.2444,0.75560000002444
156417,,,1.0,1.0
101028,,,1.0,1.0
417983,,,1.0,1.0
106795,,,1.0,1.0
208275,,,1.0,1.0
180276,,,1.0,1.0
155007,,,1.0,1.0
134307,,,1.0,1.0
164313,,,1.0,1.0
168883,,,1.0,1.0
447582,,,1.0,1.0
169521,,,1.0,1.0
101736,,,1.0,1.0
210234,,,1.0,1.0
146418,,,1.0,1.0
223320,,,1.0,1.0
142443,,,1.0,1.0
441070,,,1.0,1.0
122205,,,1.0,1.0
174136,,,1.0,1.0
232195,,,1.0,1.0
203483,,0.88021012322647,1.0,1.0
129367,,,1.0,1.0
130396,,,1.0,1.0
222567,,,1.0,1.0
219824,,,1.0,1.0
162609,,,1.0,1.0
219888,,,1.0,1.0
220400,,,1.0,1.0
101462,,,1.0,1.0
161217,,,1.0,1.0
188438,,,1.0,1.0
230959,0.1269,0.12693020382952,0.1269,0.87310000001269
191515,0.1178,0.11778967572482,0.1178,0.88220000001178
199184,0.3178,0.31782265144863,0.3178,0.68220000003178
183099,,,1.0,1.0
122889,,,1.0,1.0
112084,,,1.0,1.0
114266,,,1.0,1.0
154855,,,1.0,1.0
139700,,,1.0,1.0
485962,,,1.0,1.0
481720,,,1.0,1.0
495387,,,1.0,1.0
126119,,,1.0,1.0
458061,,,1.0,1.0
191339,,,1.0,1.0
444778,,,1.0,1.0
183938,,,1.0,1.0
117690,,,1.0,1.0
231624,0.335,0.33499198319234,0.335,0.6650000000334999
130606,,,1.0,1.0
182564,,,1.0,1.0
367972,,,,1.0
420398,,,1.0,1.0
223506,,,1.0,1.0
196079,0.4175,0.4174631381778,0.4175,0.58250000004175
231697,,,1.0,1.0
214883,,,1.0,1.0
222053,,,1.0,1.0
492962,,0.64662784144279,1.0,1.0
146348,,,1.0,1.0
459268,,,1.0,1.0
130217,,,1.0,1.0
207050,,,1.0,1.0
165112,,,1.0,1.0
420440,,,1.0,1.0
204705,,0.52723619015478,1.0,1.0
418913,,,1.0,1.0
418612,,,1.0,1.0
231873,,,1.0,1.0
198710,,,1.0,1.0
233116,,,1.0,1.0
215594,0.129,0.12903225806451,0.129,0.8710000000129
198260,,,1.0,1.0
456621,,,1.0,1.0
227924,,,1.0,1.0
251260,,,1.0,1.0
158538,,,1.0,1.0
220057,,,1.0,1.0
219879,,,1.0,1.0
139621,,,1.0,1.0
491978,,,1.0,1.0
164988,0.1437,0.14365810188623,0.1437,0.85630000001437
141680,,,1.0,1.0
210809,,,,1.0
229540,,,1.0,1.0
202222,,,1.0,1.0
147004,,,1.0,1.0
232575,,,1.0,1.0
117724,,,1.0,1.0
117788,,,1.0,1.0
129808,,,1.0,1.0
183150,,,1.0,1.0
366340,,,1.0,1.0
246406,,,1.0,1.0
190840,,,1.0,1.0
240620,,,1.0,1.0
233310,,,1.0,1.0
155098,,,1.0,1.0
439190,,,1.0,1.0
178448,,,1.0,1.0
451750,,,1.0,1.0
207935,,,1.0,1.0
113218,,,1.0,1.0
144157,,,1.0,1.0
420556,,,1.0,1.0
230418,,,1.0,1.0
129756,,,1.0,1.0
144166,,,1.0,1.0
211079,,,1.0,1.0
149727,,,1.0,1.0
458955,,,1.0,1.0
153311,,,1.0,1.0
135294,,,1.0,1.0
195988,,,1.0,1.0
130004,,,1.0,1.0
405872,,,1.0,1.0
436304,,,1.0,1.0
240444,0.4906,0.49056697777925,0.4906,0.5094000000490599
163286,0.4461,0.44608093585384,0.4461,0.5539000000446099
190442,,,1.0,1.0
434016,,,1.0,1.0
199634,,,1.0,1.0
486123,,,1.0,1.0
155210,,,1.0,1.0
147378,,,1.0,1.0
492421,,,1.0,1.0
194240,,,1.0,1.0
177065,,,1.0,1.0
183123,,,1.0,1.0
449339,,,1.0,1.0
154800,,,1.0,1.0
482422,,0.42832496863237,0.02,1.0
153384,0.1076,0.1076322896869,0.1076,0.89240000001076
206011,,,1.0,1.0
213659,,,1.0,1.0
101161,,,1.0,1.0
218353,,,1.0,1.0
227146,,,1.0,1.0
480781,0.2241,0.22413793103448,0.2241,0.77590000002241
487092,0.15,0.12729456811441,0.15,0.850000000015
190372,0.2247,0.22466666666666,0.2247,0.77530000002247
204839,,0.86516134198094,1.0,1.0
438674,,,1.0,1.0
161545,,,1.0,1.0
218858,,,1.0,1.0
183132,,,1.0,1.0
495253,,,1.0,1.0
184791,,,1.0,1.0
127820,,,1.0,1.0
434672,,,1.0,1.0
121707,,,1.0,1.0
148937,,,1.0,1.0
199795,,,1.0,1.0
122339,,,1.0,1.0
196565,,,1.0,1.0
119331,,,1.0,1.0
201672,,,1.0,1.0
363633,,,1.0,1.0
487603,,0.94255874673629,1.0,1.0
208406,,,1.0,1.0
365198,,,1.0,1.0
241614,,,1.0,1.0
202985,0.2857,0.28571428571428,0.2857,0.71430000002857
141796,,,1.0,1.0
153630,,,1.0,1.0
218991,,,1.0,1.0
203465,,0.88021012322647,1.0,1.0
247603,,,1.0,1.0
180197,,,1.0,1.0
203748,,,1.0,1.0
108807,,,1.0,1.0
101514,,,1.0,1.0
148380,,,1.0,1.0
203447,,0.88021012322647,1.0,1.0
112826,,,1.0,1.0
117867,,,1.0,1.0
482547,,0.42832496863237,0.02,1.0
198385,0.1695,0.1694705973144,0.1695,0.83050000001695
129543,,,1.0,1.0
142559,,,1.0,1.0
174570,,,1.0,1.0
156365,,,1.0,1.0
167376,,,1.0,1.0
236072,,,1.0,1.0
218113,,,1.0,1.0
208415,,,1.0,1.0
459259,,,1.0,1.0
151564,,,1.0,1.0
238096,,,0.02,1.0
486141,,,1.0,1.0
154022,,,1.0,1.0
129695,,,1.0,1.0
127200,,,1.0,1.0
164872,,,1.0,1.0
122791,,,1.0,1.0
122375,,,1.0,1.0
100760,,,1.0,1.0
106306,,,1.0,1.0
105349,,,1.0,1.0
170790,,,1.0,1.0
490142,,,1.0,1.0
218025,,,1.0,1.0
481049,,,1.0,1.0
227304,,,1.0,1.0
115409,0.1336,0.13355855855855,0.1336,0.86640000001336
122180,,,1.0,1.0
175342,0.2993,0.29934795494961,0.2993,0.7007000000299299
198321,,,1.0,1.0
126711,,,1.0,1.0
366401,,,1.0,1.0
170055,,,1.0,1.0
170286,0.2058,0.2058336095459,0.2058,0.79420000002058
211343,,,1.0,1.0
170620,,,1.0,1.0
174376,,,1.0,1.0
178183,0.5882,0.58823529411764,0.5882,0.4118000000588201
221184,,,1.0,1.0
199087,,,1.0,1.0
209746,,,1.0,1.0
496919,,,1.0,1.0
210605,,,1.0,1.0
105145,,,1.0,1.0
144883,,,1.0,1.0
496371,,,1.0,1.0
199786,,,1.0,1.0
444662,,,1.0,1.0
413413,,,1.0,1.0
229841,,,1.0,1.0
172291,,,1.0,1.0
197814,,,1.0,1.0
156921,,,1.0,1.0
114938,,,1.0,1.0
497286,,,1.0,1.0
205470,,,1.0,1.0
495235,,,1.0,1.0
113096,,,1.0,1.0
434751,,,1.0,1.0
207397,,,1.0,1.0
208318,,,1.0,1.0
224110,,,1.0,1.0
221485,,,1.0,1.0
141839,,,1.0,1.0
155186,,,1.0,1.0
101143,,,1.0,1.0
144865,,,1.0,1.0
162122,,,1.0,1.0
233772,,,1.0,1.0
105297,,,1.0,1.0
486947,0.4,0.80208333333333,0.4,0.60000000004
104708,,,1.0,1.0
153445,,,1.0,1.0
493594,0.64,0.64,0.64,0.360000000064
223898,,,1.0,1.0
199193,0.4717,0.47174426450742,0.4717,0.52830000004717
148292,,,1.0,1.0
482635,0.0,0.42832496863237,0.02,1.0
212878,,,1.0,1.0
485519,,,1.0,1.0
245625,,,1.0,1.0
159407,,,1.0,1.0
155450,,,1.0,1.0
105428,,,1.0,1.0
106148,,,1.0,1.0
190099,0.1243,0.12430716755886,0.1243,0.87570000001243
102067,,,1.0,1.0
262031,,,1.0,1.0
219277,,,1.0,1.0
169974,,,1.0,1.0
185509,,,1.0,1.0
127909,,,1.0,1.0
166823,,,1.0,1.0
206817,,,1.0,1.0
490489,,,1.0,1.0
199005,,,1.0,1.0
160977,0.1374,0.1374350296144,0.1374,0.86260000001374
228608,,,1.0,1.0
460464,,,1.0,1.0
169275,,,1.0,1.0
123563,,,1.0,1.0
495077,,,1.0,1.0
225520,,,1.0,1.0
121886,,,1.0,1.0
200314,,,1.0,1.0
476814,,,1.0,1.0
177995,,,1.0,1.0
211440,0.113,0.11304398587315,0.113,0.8870000000113
199494,,,1.0,1.0
187639,,,1.0,1.0
213525,,,1.0,1.0
188137,,,1.0,1.0
104577,,,1.0,1.0
460394,,,1.0,1.0
431275,,,1.0,1.0
414911,,,1.0,1.0
399212,,,1.0,1.0
130697,0.1443,0.14434267612423,0.1443,0.85570000001443
110529,0.5538,0.55378063937733,0.5538,0.4462000000553801
218894,,,1.0,1.0
378576,,,1.0,1.0
216825,,,1.0,1.0
150251,,,1.0,1.0
247834,,,1.0,1.0
226806,,,1.0,1.0
204820,,0.86516134198094,1.0,1.0
204848,,0.86516134198094,1.0,1.0
118684,,,1.0,1.0
384333,,,1.0,1.0
166647,,,1.0,1.0
170587,,,1.0,1.0
461315,,,1.0,1.0
428392,,,1.0,1.0
198756,0.2528,0.25281873373807,0.2528,0.74720000002528
212911,0.1421,0.14212480113134,0.1421,0.85790000001421
174428,,,1.0,1.0
236948,0.4752,0.52004271258834,0.4752,0.5248000000475199
153922,,,1.0,1.0
444219,,,1.0,1.0
497301,,,1.0,1.0
203492,,0.88021012322647,1.0,1.0
215585,,,1.0,1.0
217493,0.1742,0.1741517944695,0.1742,0.82580000001742
203881,,,1.0,1.0
230746,,,1.0,1.0
194222,,,1.0,1.0
440749,,,1.0,1.0
207449,,,1.0,1.0
172200,,,1.0,1.0
141811,,,1.0,1.0
144218,,,1.0,1.0
201928,,,1.0,1.0
153214,,,1.0,1.0
207069,,,1.0,1.0
107318,,,1.0,1.0
482565,,0.42832496863237,0.02,1.0
455512,,,1.0,1.0
201751,,,1.0,1.0
442781,,,1.0,1.0
217837,,,1.0,1.0
175722,,,1.0,1.0
209940,,,1.0,1.0
183141,,,1.0,1.0
166887,,,1.0,1.0
222822,,,1.0,1.0
232867,,,1.0,1.0
105206,,,1.0,1.0
141802,,,1.0,1.0
199467,,,1.0,1.0
455114,,,1.0,1.0
442879,,,1.0,1.0
214111,,,1.0,1.0
164924,0.1666,0.16664197165012,0.1666,0.83340000001666
198455,,,1.0,1.0
173258,0.1663,0.16625888384014,0.1663,0.83370000001663
451291,,,1.0,1.0
164580,0.2235,0.22347837518075,0.2235,0.77650000002235
219408,,,1.0,1.0
170657,,,1.0,1.0
173799,,,1.0,1.0
112561,,,1.0,1.0
111920,,,1.0,1.0
441982,0.1914,0.19141531322505,0.1914,0.80860000001914
187903,,,1.0,1.0
494029,,,1.0,1.0
217882,0.4298,0.42984532081258,0.4298,0.57020000004298
179344,,,1.0,1.0
195322,,,1.0,1.0
163426,,,1.0,1.0
459994,,,1.0,1.0
229799,,,1.0,1.0
211927,,,1.0,1.0
180081,,0.89470688673875,1.0,1.0
217712,,,1.0,1.0
497204,,,1.0,1.0
383525,0.5242,0.52419354838709,0.5242,0.47580000005241996
204440,,,1.0,1.0
138813,,,1.0,1.0
234207,0.1696,0.16957364341085,0.1696,0.83040000001696
458496,,,1.0,1.0
227687,,,1.0,1.0
372240,,,1.0,1.0
493576,,,1.0,1.0
112190,,,1.0,1.0
204422,,,1.0,1.0
188021,,0.78045397225725,1.0,1.0
120290,,,1.0,1.0
201964,,,1.0,1.0
172635,,,1.0,1.0
421665,,,1.0,1.0
110714,0.4692,0.46920135938827,0.4692,0.53080000004692
147916,,,1.0,1.0
162168,,,1.0,1.0
124487,,,1.0,1.0
123509,,,1.0,1.0
122746,,,1.0,1.0
204255,,,1.0,1.0
159948,,,1.0,1.0
125462,,,1.0,1.0
114716,,,1.0,1.0
162779,,,1.0,1.0
179308,,,1.0,1.0
451307,,,1.0,1.0
225371,,,1.0,1.0
363712,,,1.0,1.0
203526,,0.88021012322647,1.0,1.0
190512,0.4953,0.4953489277235,0.4953,0.50470000004953
144209,,,1.0,1.0
246354,,,1.0,1.0
143279,,,1.0,1.0
188225,,0.96067726877126,1.0,1.0
494694,,,1.0,1.0
240514,,,1.0,1.0
232450,,,1.0,1.0
117715,,,1.0,1.0
222992,,,1.0,1.0
247162,,,,1.0
197850,,,1.0,1.0
461254,0.9,0.9,0.9,0.10000000008999999
196097,0.4914,0.49139782292103,0.4914,0.50860000004914
497073,,,1.0,1.0
122384,,,1.0,1.0
143552,,,1.0,1.0
209038,,,1.0,1.0
490948,,,1.0,1.0
108232,,,1.0,1.0
377193,,,1.0,1.0
101505,,,1.0,1.0
170444,,,1.0,1.0
232414,,,1.0,1.0
242635,0.3331,0.33313032886723,0.3331,0.6669000000333101
127945,,,1.0,1.0
233754,,,1.0,1.0
171225,,,1.0,1.0
